20200821,20,55,13,1,35,2,-616
20200821,21,00,26,1,31,2,-613
20200821,21,05,26,1,32,2,-615
20200821,21,10,26,1,33,2,-614
20200821,21,15,26,1,38,2,-613
20200821,21,20,26,1,38,2,-612
20200821,21,25,26,1,38,2,-612
20200821,21,30,26,1,39,2,-612
20200821,21,35,26,1,38,2,-611
20200821,21,40,26,1,35,2,-611
20200821,21,45,26,1,34,2,-611
20200821,21,50,26,1,34,2,-611
20200821,21,55,26,1,33,2,-613
20200821,22,00,26,1,38,2,-614
20200821,22,05,28,1,45,2,-614
20200821,22,10,28,1,44,2,-613
20200821,22,15,28,1,42,2,-615
20200821,22,20,28,1,43,2,-613
20200821,22,25,28,1,42,2,-614
20200821,22,30,28,1,41,2,-614
20200821,22,35,29,1,41,2,-613
20200821,22,40,29,1,41,2,-612
20200821,22,45,29,1,40,2,-612
20200821,22,50,29,1,38,2,-611
20200821,22,55,29,1,39,2,-611
20200821,23,00,29,1,41,2,-611
20200821,23,05,29,1,43,2,-613
20200821,23,10,29,1,42,2,-613
20200821,23,15,29,1,40,2,-612
20200821,23,20,29,1,40,2,-612
20200821,23,25,29,1,40,2,-612
20200821,23,30,30,1,39,2,-613
20200821,23,35,30,1,41,2,-614
20200821,23,40,30,1,40,2,-613
20200821,23,45,30,1,40,2,-612
20200821,23,50,30,1,40,2,-611
20200821,23,55,30,1,40,2,-610
20200822,00,00,30,1,41,2,-611
20200822,00,05,30,1,45,2,-613
20200822,00,10,30,1,43,2,-613
20200822,00,15,30,1,43,2,-613
20200822,00,20,30,1,44,2,-613
20200822,00,25,30,1,42,2,-612
20200822,00,30,30,1,43,2,-612
20200822,00,35,30,1,43,2,-613
20200822,00,40,30,1,43,2,-613
20200822,00,45,30,1,40,2,-612
20200822,00,50,30,1,40,2,-612
20200822,00,55,30,1,41,2,-611
20200822,01,00,30,1,41,2,-611
20200822,01,05,30,1,40,2,-611
20200822,01,10,30,1,39,2,-611
20200822,01,15,30,1,39,2,-612
20200822,01,20,30,1,39,2,-614
20200822,01,25,30,1,39,2,-614
20200822,01,30,30,1,38,2,-614
20200822,01,35,30,1,38,2,-614
20200822,01,40,30,1,39,2,-614
20200822,01,45,30,1,39,2,-613
20200822,01,50,30,1,38,2,-614
20200822,01,55,30,1,38,2,-612
20200822,02,00,30,1,39,2,-612
20200822,02,05,30,1,39,2,-612
20200822,02,10,30,1,40,2,-612
20200822,02,15,30,1,39,2,-614
20200822,02,20,30,1,38,2,-615
20200822,02,25,30,1,38,2,-615
20200822,02,30,30,1,38,2,-615
20200822,02,35,30,1,38,2,-613
20200822,02,40,30,1,37,2,-614
20200822,02,45,30,1,38,2,-614
20200822,02,50,30,1,38,2,-613
20200822,02,55,30,1,38,2,-613
20200822,03,00,32,1,39,2,-613
20200822,03,05,32,1,40,2,-613
20200822,03,10,32,1,40,2,-614
20200822,03,15,32,1,39,2,-614
20200822,03,20,32,1,40,2,-614
20200822,03,25,32,1,39,2,-615
20200822,03,30,32,1,40,2,-614
20200822,03,35,32,1,39,2,-614
20200822,03,40,32,1,39,2,-613
20200822,03,45,32,1,38,2,-614
20200822,03,50,32,1,38,2,-614
20200822,03,55,32,1,38,2,-613
20200822,04,00,32,1,39,2,-613
20200822,04,05,32,1,36,2,-613
20200822,04,10,32,1,38,2,-614
20200822,04,15,32,1,38,2,-614
20200822,04,20,32,1,38,2,-614
20200822,04,25,32,1,38,2,-614
20200822,04,30,32,1,37,2,-615
20200822,04,35,32,1,37,2,-612
20200822,04,40,32,1,36,2,-612
20200822,04,45,32,1,35,2,-612
20200822,04,50,32,1,34,2,-612
20200822,04,55,32,1,34,2,-613
20200822,05,00,32,1,35,2,-615
20200822,05,05,32,1,37,2,-614
20200822,05,10,32,1,33,2,-615
20200822,05,15,32,1,31,2,-613
20200822,05,20,32,1,33,2,-613
20200822,05,25,32,1,33,2,-613
20200822,05,30,32,1,35,2,-613
20200822,05,35,32,1,34,2,-612
20200822,05,40,32,1,34,2,-613
20200822,05,45,32,1,33,2,-614
20200822,05,50,32,1,34,2,-613
