node_totalnum:1, PowerVoltage:0.69
20200722,08,00,00,0.21,1,-13416,-470,-68,480,-478,289,-9548,-8483,3744,
20200722,08,00,00,0.20,1,-13359,-514,-116,481,-480,288,-9560,-8483,3754,
20200722,08,00,00,0.23,1,-13359,-514,-116,481,-480,288,-9560,-8483,3754,
20200722,08,00,00,0.25,1,-13359,-514,-116,481,-480,288,-9560,-8483,3754,
20200722,08,00,00,0.20,1,-13359,-514,-116,481,-480,288,-9560,-8483,3754,
20200722,08,00,00,0.21,1,-13359,-514,-116,481,-480,288,-9560,-8483,3754,
20200722,08,00,00,0.21,1,-13359,-514,-116,481,-480,288,-9560,-8483,3754,
20200722,08,00,00,0.24,1,-13420,-470,-65,483,-481,290,-9567,-8483,3760,
20200722,08,00,00,0.20,1,-13420,-470,-65,483,-481,290,-9567,-8483,3760,
20200722,08,00,00,0.20,1,-13420,-470,-65,483,-481,290,-9567,-8483,3760,
20200722,08,00,00,0.24,1,-13420,-470,-65,483,-481,290,-9567,-8483,3760,
20200722,08,00,00,0.20,1,-13420,-470,-65,483,-481,290,-9567,-8483,3760,
20200722,08,00,00,0.21,1,-13420,-470,-65,483,-481,290,-9567,-8483,3760,
20200722,08,00,00,0.24,1,-13420,-470,-65,483,-481,290,-9567,-8483,3760,
20200722,08,00,00,0.25,1,-13383,-495,-85,480,-477,289,-9567,-8483,3762,
20200722,08,00,00,0.22,1,-13391,-490,-87,483,-478,288,-9573,-8483,3767,
20200722,08,00,00,0.20,1,-13391,-490,-87,483,-478,288,-9573,-8483,3767,
20200722,08,00,00,0.20,1,-13356,-524,-110,478,-474,286,-9582,-8482,3775,
20200722,08,00,00,0.19,1,-13391,-479,-85,484,-480,289,-9579,-8482,3772,
20200722,08,00,00,0.21,1,-13391,-479,-85,484,-480,289,-9579,-8482,3772,
20200722,08,00,01,0.26,1,-13359,-523,-115,483,-482,289,-9590,-8482,3782,
20200722,08,00,01,0.19,1,-13389,-493,-84,480,-474,287,-9588,-8482,3780,
20200722,08,00,01,0.20,1,-13347,-522,-119,482,-480,290,-9599,-8482,3789,
20200722,08,00,01,0.20,1,-13347,-522,-119,482,-480,290,-9599,-8482,3789,
20200722,08,00,01,0.20,1,-13347,-522,-119,482,-480,290,-9599,-8482,3789,
20200722,08,00,01,0.20,1,-13347,-522,-119,482,-480,290,-9599,-8482,3789,
20200722,08,00,01,0.25,1,-13392,-487,-77,485,-483,288,-9608,-8482,3797,
20200722,08,00,01,0.20,1,-13394,-482,-81,481,-476,285,-9594,-8482,3785,
20200722,08,00,01,0.24,1,-13359,-508,-109,482,-478,288,-9600,-8482,3790,
20200722,08,00,01,0.24,1,-13345,-515,-125,482,-479,290,-9610,-8482,3799,
20200722,08,00,01,0.21,1,-13345,-515,-125,482,-479,290,-9610,-8482,3799,
