20200821,20,55,13,0.02,1,-65,-10450,-8525,4202,2,-716,-10339,7601,-31298
20200821,20,55,14,0.02,1,-64,-10516,-8525,4240,2,-715,-10342,7600,-31300
20200821,20,55,15,0.02,1,-64,-10573,-8525,4275,2,-713,-10343,7600,-31302
20200821,20,55,16,0.02,1,-64,-10602,-8525,4291,2,-712,-10343,7600,-31302
20200821,20,55,17,0.02,1,-63,-10626,-8525,4304,2,-712,-10343,7599,-31302
20200821,20,55,18,0.02,1,-64,-10652,-8524,4319,2,-712,-10342,7599,-31301
20200821,20,55,19,0.02,1,-64,-10674,-8524,4332,2,-712,-10341,7599,-31301
20200821,20,55,20,0.02,1,-65,-10695,-8524,4346,2,-711,-10340,7599,-31300
20200821,20,55,21,0.02,1,-64,-10712,-8524,4356,2,-711,-10340,7598,-31300
20200821,20,55,22,0.02,1,-64,-10718,-8524,4360,2,-711,-10339,7598,-31299
20200821,20,55,23,0.02,1,-64,-10723,-8524,4363,2,-711,-10338,7598,-31299
20200821,20,55,24,0.02,1,-64,-10725,-8524,4364,2,-711,-10338,7598,-31299
20200821,20,55,25,0.02,1,-64,-10729,-8524,4366,2,-711,-10338,7598,-31299
20200821,20,55,26,0.02,1,-64,-10736,-8524,4370,2,-711,-10338,7598,-31299
20200821,20,55,27,0.02,1,-64,-10740,-8524,4372,2,-711,-10338,7598,-31300
20200821,20,55,28,0.02,1,-64,-10740,-8524,4372,2,-711,-10338,7598,-31300
20200821,20,55,29,0.02,1,-64,-10742,-8524,4373,2,-711,-10339,7598,-31301
20200821,20,55,30,0.02,1,-64,-10746,-8524,4375,2,-711,-10339,7598,-31301
20200821,20,55,31,0.02,1,-64,-10748,-8524,4376,2,-711,-10339,7598,-31302
20200821,20,55,32,0.02,1,-64,-10752,-8524,4379,2,-711,-10340,7597,-31302
20200821,20,55,33,0.02,1,-65,-10755,-8524,4382,2,-711,-10340,7597,-31302
20200821,20,55,34,0.02,1,-65,-10756,-8524,4382,2,-711,-10340,7597,-31303
20200821,20,55,35,0.02,1,-65,-10757,-8524,4383,2,-711,-10340,7597,-31303
20200821,20,55,36,0.02,1,-65,-10761,-8524,4386,2,-712,-10340,7597,-31303
20200821,20,55,37,0.02,1,-65,-10763,-8524,4387,2,-712,-10340,7597,-31304
20200821,20,55,38,0.02,1,-65,-10765,-8524,4389,2,-712,-10341,7597,-31304
20200821,20,55,39,0.02,1,-65,-10767,-8524,4391,2,-712,-10341,7597,-31304
20200821,20,55,40,0.02,1,-65,-10768,-8524,4391,2,-712,-10340,7597,-31304
20200821,20,55,41,0.02,1,-65,-10770,-8524,4393,2,-712,-10340,7597,-31304
20200821,20,55,42,0.02,1,-65,-10771,-8524,4393,2,-712,-10340,7597,-31304
20200821,20,55,43,0.02,1,-65,-10771,-8524,4393,2,-712,-10340,7596,-31305
20200821,20,55,44,0.02,1,-65,-10770,-8524,4393,2,-712,-10340,7596,-31305
20200821,20,55,45,0.02,1,-65,-10771,-8524,4394,2,-712,-10340,7596,-31305
20200821,20,55,46,0.02,1,-65,-10770,-8524,4393,2,-712,-10340,7596,-31305
20200821,20,55,47,0.02,1,-65,-10768,-8524,4392,2,-712,-10340,7596,-31305
20200821,20,55,48,0.02,1,-65,-10768,-8524,4392,2,-712,-10340,7596,-31306
20200821,20,55,49,0.02,1,-65,-10769,-8524,4392,2,-712,-10340,7596,-31306
20200821,20,55,50,0.02,1,-66,-10770,-8524,4393,2,-712,-10340,7596,-31306
20200821,20,55,51,0.02,1,-66,-10769,-8524,4393,2,-712,-10340,7596,-31306
20200821,20,55,52,0.02,1,-66,-10771,-8524,4394,2,-712,-10341,7596,-31307
20200821,20,55,53,0.02,1,-66,-10776,-8524,4397,2,-712,-10342,7596,-31308
20200821,20,55,54,0.02,1,-66,-10780,-8524,4401,2,-712,-10343,7597,-31310
20200821,20,55,55,0.02,1,-66,-10786,-8524,4405,2,-713,-10345,7597,-31311
20200821,20,55,56,0.02,1,-66,-10792,-8524,4410,2,-712,-10346,7597,-31312
20200821,20,55,57,0.02,1,-66,-10798,-8524,4415,2,-712,-10347,7597,-31313
20200821,20,55,58,0.02,1,-66,-10804,-8524,4420,2,-712,-10348,7597,-31314
20200821,20,55,59,0.02,1,-66,-10809,-8524,4424,2,-712,-10349,7597,-31314
20200821,20,56,00,0.02,1,-66,-10813,-8524,4428,2,-713,-10349,7597,-31315
20200821,20,56,01,0.02,1,-66,-10817,-8524,4431,2,-712,-10350,7597,-31315
20200821,20,56,02,0.02,1,-66,-10820,-8524,4434,2,-712,-10350,7597,-31315
20200821,20,56,05,0.02,1,-66,-10819,-8524,4435,2,-712,-10350,7597,-31315
20200821,20,56,06,0.02,1,-66,-10822,-8524,4437,2,-713,-10351,7597,-31316
20200821,20,56,07,0.02,1,-66,-10825,-8524,4440,2,-713,-10351,7597,-31316
20200821,20,56,08,0.02,1,-66,-10829,-8524,4444,2,-712,-10352,7597,-31316
20200821,20,56,09,0.02,1,-66,-10832,-8524,4446,2,-712,-10352,7597,-31316
20200821,20,56,10,0.02,1,-66,-10834,-8524,4449,2,-712,-10352,7597,-31316
20200821,20,56,11,0.02,1,-66,-10838,-8524,4452,2,-712,-10352,7596,-31316
20200821,20,56,12,0.02,1,-66,-10841,-8524,4454,2,-712,-10353,7596,-31315
20200821,20,56,13,0.02,1,-66,-10845,-8524,4458,2,-712,-10353,7596,-31315
20200821,20,56,14,0.02,1,-67,-10849,-8524,4461,2,-712,-10353,7596,-31315
20200821,20,56,15,0.02,1,-67,-10853,-8524,4464,2,-712,-10353,7596,-31315
20200821,20,56,16,0.02,1,-67,-10856,-8524,4466,2,-712,-10353,7596,-31314
20200821,20,56,17,0.02,1,-67,-10859,-8524,4469,2,-712,-10353,7596,-31314
20200821,20,56,18,0.02,1,-67,-10862,-8524,4472,2,-712,-10353,7596,-31314
20200821,20,56,19,0.02,1,-67,-10865,-8524,4474,2,-713,-10353,7596,-31314
20200821,20,56,20,0.02,1,-67,-10869,-8524,4477,2,-713,-10353,7596,-31313
20200821,20,56,21,0.02,1,-67,-10872,-8524,4480,2,-713,-10353,7596,-31313
20200821,20,56,22,0.02,1,-67,-10874,-8524,4482,2,-713,-10353,7596,-31313
20200821,20,56,25,0.02,1,-67,-10874,-8524,4482,2,-712,-10353,7596,-31312
20200821,20,56,26,0.02,1,-67,-10876,-8524,4484,2,-712,-10353,7596,-31312
