20200821,20,55,13,1,35,2,-616
20200821,21,00,00,1,28,2,-611
20200821,21,05,19,1,32,2,-615
20200821,21,10,19,1,33,2,-614
20200821,21,15,19,1,37,2,-613
20200821,21,20,19,1,38,2,-612
20200821,21,25,19,1,38,2,-612
20200821,21,30,19,1,38,2,-612
20200821,21,35,19,1,38,2,-612
20200821,21,40,19,1,35,2,-611
20200821,21,45,19,1,34,2,-611
20200821,21,50,19,1,33,2,-611
20200821,21,55,19,1,32,2,-613
20200821,22,00,00,1,48,2,-614
20200821,22,05,21,1,45,2,-614
20200821,22,10,21,1,44,2,-613
20200821,22,15,21,1,42,2,-615
20200821,22,20,21,1,43,2,-613
20200821,22,25,21,1,42,2,-614
20200821,22,30,21,1,41,2,-614
20200821,22,35,21,1,41,2,-613
20200821,22,40,21,1,41,2,-612
20200821,22,45,21,1,40,2,-612
20200821,22,50,21,1,38,2,-611
20200821,22,55,21,1,39,2,-611
20200821,23,00,00,1,46,2,-614
20200821,23,05,09,1,43,2,-613
20200821,23,10,09,1,42,2,-613
20200821,23,15,09,1,40,2,-612
20200821,23,20,09,1,40,2,-612
20200821,23,25,09,1,40,2,-612
20200821,23,30,09,1,40,2,-613
20200821,23,35,09,1,40,2,-614
20200821,23,40,09,1,40,2,-613
20200821,23,45,10,1,40,2,-612
20200821,23,50,10,1,40,2,-611
20200821,23,55,10,1,40,2,-611
20200822,00,00,00,1,46,2,-613
20200822,00,05,11,1,44,2,-612
20200822,00,10,11,1,44,2,-613
20200822,00,15,13,1,43,2,-613
20200822,00,20,13,1,43,2,-612
20200822,00,25,13,1,43,2,-612
20200822,00,30,13,1,43,2,-612
20200822,00,35,13,1,43,2,-613
20200822,00,40,13,1,42,2,-613
20200822,00,45,13,1,40,2,-612
20200822,00,50,13,1,40,2,-612
20200822,00,55,14,1,41,2,-612
20200822,01,00,00,1,46,2,-611
20200822,01,05,21,1,40,2,-611
20200822,01,10,21,1,39,2,-611
20200822,01,15,21,1,39,2,-612
20200822,01,20,21,1,40,2,-614
20200822,01,25,21,1,39,2,-613
20200822,01,30,21,1,38,2,-614
20200822,01,35,21,1,38,2,-614
20200822,01,40,21,1,39,2,-614
20200822,01,45,21,1,39,2,-613
20200822,01,50,21,1,38,2,-614
20200822,01,55,21,1,38,2,-612
20200822,02,00,00,1,45,2,-617
20200822,02,05,11,1,39,2,-612
20200822,02,10,11,1,40,2,-612
20200822,02,15,11,1,39,2,-613
20200822,02,20,11,1,38,2,-615
20200822,02,25,11,1,38,2,-616
20200822,02,30,11,1,38,2,-614
20200822,02,35,11,1,38,2,-614
20200822,02,40,11,1,38,2,-614
20200822,02,45,11,1,38,2,-614
20200822,02,50,11,1,38,2,-613
20200822,02,55,11,1,38,2,-613
20200822,03,00,00,1,40,2,-609
20200822,03,05,07,1,40,2,-613
20200822,03,10,07,1,40,2,-614
20200822,03,15,07,1,39,2,-614
20200822,03,20,07,1,40,2,-614
20200822,03,25,07,1,39,2,-616
20200822,03,30,07,1,40,2,-614
20200822,03,35,07,1,40,2,-614
20200822,03,40,07,1,39,2,-613
20200822,03,45,07,1,38,2,-614
20200822,03,50,07,1,38,2,-614
20200822,03,55,07,1,37,2,-613
20200822,04,00,00,1,36,2,-616
20200822,04,05,03,1,36,2,-614
20200822,04,10,03,1,38,2,-614
20200822,04,15,03,1,37,2,-614
20200822,04,20,03,1,38,2,-614
20200822,04,25,03,1,38,2,-614
20200822,04,30,03,1,37,2,-615
20200822,04,35,03,1,37,2,-612
20200822,04,40,03,1,36,2,-612
20200822,04,45,03,1,35,2,-613
20200822,04,50,03,1,34,2,-612
20200822,04,55,03,1,35,2,-613
20200822,05,00,00,1,38,2,-617
20200822,05,05,00,1,37,2,-615
20200822,05,10,00,1,33,2,-614
20200822,05,15,00,1,32,2,-613
20200822,05,20,00,1,32,2,-613
20200822,05,25,00,1,33,2,-613
20200822,05,30,00,1,34,2,-613
20200822,05,35,00,1,34,2,-612
20200822,05,40,00,1,35,2,-613
20200822,05,45,00,1,33,2,-614
20200822,05,50,00,1,34,2,-613
